Platform,Year_of_Release,Genre,Publisher,Above_Average_Critic_Score,Above_Average_User_Score,Log_Global_Sales
XB,2003,Racing,Acclaim Entertainment,True,False,-1.4271163556401458
PS2,2003,Racing,Namco Bandai Games,False,False,-1.2729656758128873
PS2,2003,Racing,Midway Games,False,True,-2.4079456086518722
PS2,2003,Shooter,Sony Computer Entertainment,True,True,-0.35667494393873245
GC,2003,Racing,Empire Interactive,False,True,-2.5257286443082556
PS2,2003,Platform,Sony Computer Entertainment,True,True,-0.916290731874155
PS2,2003,Fighting,Eidos Interactive,False,True,-0.5108256237659907
PS2,2003,Misc,Konami Digital Entertainment,True,True,-1.0498221244986778
GBA,2003,Simulation,Zoo Digital Publishing,False,True,-2.2072749131897207
PS2,2003,Sports,Electronic Arts,True,True,0.03922071315328133
GC,2003,Fighting,Nintendo,True,True,0.03922071315328133
PS2,2003,Fighting,Sony Computer Entertainment,True,True,-0.616186139423817
GC,2003,Platform,Activision,False,False,-2.120263536200091
PS2,2003,Role-Playing,Tecmo Koei,True,True,-1.1086626245216111
GC,2003,Sports,Activision,True,True,-0.35667494393873245
PS2,2003,Misc,Sony Computer Entertainment,False,False,-1.4271163556401458
XB,2003,Fighting,Capcom,False,True,-2.3025850929940455
GBA,2003,Puzzle,Activision,True,True,-2.995732273553991
PS2,2003,Shooter,Vivendi Games,False,True,-1.1394342831883648
PS2,2003,Platform,Vivendi Games,False,True,-0.616186139423817
PS2,2003,Misc,Agetec,True,True,-2.5257286443082556
XB,2003,Racing,Eidos Interactive,False,False,-2.5257286443082556
GBA,2003,Fighting,Atari,False,False,0.0769610411361284
GBA,2003,Misc,THQ,False,True,-1.1086626245216111
PC,2003,Simulation,Microsoft Game Studios,True,True,-2.995732273553991
GBA,2003,Platform,Disney Interactive Studios,False,True,-1.1086626245216111
GC,2003,Sports,Electronic Arts,False,True,-0.916290731874155
GBA,2003,Action,Ubisoft,True,True,-1.8971199848858813
PS2,2003,Sports,Sega,True,True,-0.616186139423817
XB,2003,Platform,Acclaim Entertainment,False,True,-2.3025850929940455
GBA,2003,Racing,Activision,True,True,-2.995732273553991
GC,2003,Fighting,Atari,False,False,-0.37106368139083207
XB,2003,Sports,Sega,True,True,-1.8971199848858813
PS2,2003,Action,Electronic Arts,False,True,-1.2729656758128873
XB,2003,Shooter,Electronic Arts,False,True,-2.2072749131897207
PS2,2003,Action,Universal Interactive,True,True,0.058268908123975824
PS2,2003,Shooter,Vivendi Games,True,True,-1.0498221244986778
XB,2003,Fighting,Microsoft Game Studios,False,True,-1.2729656758128873
GC,2003,Platform,THQ,True,True,-0.916290731874155
PS2,2003,Sports,Electronic Arts,True,True,0.02955880224154443
PS2,2003,Racing,Electronic Arts,False,True,-2.3025850929940455
PS2,2003,Strategy,Sega,False,True,-2.120263536200091
XB,2003,Action,Microids,True,False,-2.3025850929940455
PS2,2003,Racing,Empire Interactive,False,True,0.0
GBA,2003,Simulation,Ubisoft,True,True,-0.527632742082372
XB,2003,Fighting,Namco Bandai Games,True,True,0.0
PS2,2003,Sports,Acclaim Entertainment,True,True,-0.8675005677047231
GC,2003,Racing,Acclaim Entertainment,False,True,-1.2729656758128873
PS2,2003,Adventure,Sony Computer Entertainment,False,False,-0.8675005677047231
XB,2003,Sports,Microsoft Game Studios,True,True,-0.527632742082372
PS2,2003,Action,Capcom,False,False,-1.0498221244986778
GBA,2003,Sports,Electronic Arts,True,True,-2.995732273553991
GC,2003,Shooter,Electronic Arts,False,False,-0.8675005677047231
GC,2003,Sports,Electronic Arts,True,True,-1.3093333199837622
PS2,2003,Action,Acclaim Entertainment,False,False,-2.120263536200091
PS2,2003,Action,Capcom,False,False,-0.5447271754416722
GC,2003,Action,Ubisoft,True,True,-1.1394342831883648
XB,2003,Shooter,Namco Bandai Games,True,True,-1.4271163556401458
XB,2003,Simulation,Electronic Arts,True,False,-0.8675005677047231
GC,2003,Action,Atari,False,True,-2.5257286443082556
PS2,2003,Racing,THQ,False,True,-0.8675005677047231
XB,2003,Sports,Microsoft Game Studios,False,True,-2.2072749131897207
PS2,2003,Sports,Sony Computer Entertainment,False,True,-0.8915981192837836
PS2,2003,Simulation,Konami Digital Entertainment,True,True,-0.8915981192837836
GBA,2003,Sports,Activision,True,True,-0.5108256237659907
PS2,2003,Strategy,Tecmo Koei,True,True,-2.2072749131897207
XB,2003,Racing,Atari,True,True,-1.9661128563728327
XB,2003,Role-Playing,Mindscape,True,True,-2.995732273553991
GC,2003,Shooter,Vivendi Games,True,True,-2.3025850929940455
XB,2003,Action,Ubisoft,False,True,-2.2072749131897207
PS2,2003,Fighting,Atari,True,True,-0.4942963218147801
GC,2003,Action,Electronic Arts,False,True,-2.5257286443082556
GC,2003,Shooter,Atari,True,True,-2.4079456086518722
PS2,2003,Strategy,Square Enix,True,True,-0.616186139423817
PS2,2003,Action,Eidos Interactive,True,True,-0.6348782724359695
GC,2003,Misc,TDK Mediactive,False,True,-2.995732273553991
XB,2003,Sports,3DO,True,True,-2.5257286443082556
GBA,2003,Racing,Zoo Digital Publishing,True,True,-2.3025850929940455
XB,2003,Shooter,LucasArts,True,True,-2.0402208285265546
GBA,2003,Action,Ubisoft,True,True,-2.3025850929940455
GBA,2003,Role-Playing,Nintendo,True,True,-0.3011050927839216
PS2,2003,Racing,Metro 3D,False,True,-2.2072749131897207
GC,2003,Simulation,Electronic Arts,True,True,-0.7133498878774648
GBA,2003,Action,Electronic Arts,True,True,-0.579818495252942
XB,2003,Action,THQ,True,True,-2.120263536200091
GBA,2003,Platform,Universal Interactive,True,True,-1.2039728043259361
XB,2003,Sports,Midway Games,True,True,-2.659260036932778
XB,2003,Sports,Electronic Arts,True,True,-0.23572233352106983
GBA,2003,Racing,Kemco,True,True,-2.4079456086518722
GC,2003,Shooter,Ubisoft,True,True,-2.4079456086518722
GC,2003,Strategy,Sega,False,True,-2.659260036932778
GC,2003,Racing,Vivendi Games,False,True,-1.3470736479666092
XB,2003,Simulation,Electronic Arts,True,True,-0.579818495252942
PS2,2003,Platform,SCi,False,False,-2.659260036932778
PS2,2003,Racing,THQ,True,True,-0.6931471805599453
XB,2003,Action,Universal Interactive,False,True,-1.1086626245216111
XB,2003,Sports,TDK Mediactive,True,True,-1.3470736479666092
GC,2003,Role-Playing,Ubisoft,True,True,-0.23572233352106983
XB,2003,Action,Electronic Arts,False,False,-2.8134107167600364
PC,2003,Simulation,Electronic Arts,True,True,-1.2378743560016174
GC,2003,Racing,Nintendo,True,True,-0.4307829160924542
XB,2003,Platform,Microsoft Game Studios,True,True,-2.120263536200091
XB,2003,Strategy,Atari,False,True,-2.0402208285265546
GBA,2003,Shooter,Electronic Arts,False,True,-2.0402208285265546
GBA,2003,Sports,Electronic Arts,False,True,-0.941608539858445
PS2,2003,Role-Playing,Square Enix,False,True,-0.4307829160924542
PS2,2003,Role-Playing,Sony Computer Entertainment,True,True,-1.0216512475319814
PS2,2003,Role-Playing,Ghostlight,True,True,-0.9675840262617056
XB,2003,Racing,TDK Mediactive,False,True,-2.659260036932778
GBA,2003,Strategy,Nintendo,True,True,-0.4307829160924542
GC,2003,Simulation,LucasArts,True,True,-0.2231435513142097
PS2,2003,Sports,Sony Computer Entertainment,False,True,-1.3470736479666092
GC,2003,Adventure,Nintendo,False,False,-0.9675840262617056
XB,2003,Racing,Microsoft Game Studios,True,True,-1.2039728043259361
PS2,2003,Racing,Acclaim Entertainment,False,True,-2.8134107167600364
XB,2003,Fighting,Microsoft Game Studios,False,False,-1.3093333199837622
GC,2003,Action,Activision,True,True,-0.579818495252942
PS2,2003,Racing,Midway Games,False,False,-0.7133498878774648
PS2,2003,Shooter,Ubisoft,True,True,-0.5621189181535413
GC,2003,Platform,Ubisoft,True,True,-2.659260036932778
GBA,2003,Action,Ubisoft,False,False,-2.659260036932778
GC,2003,Platform,Namco Bandai Games,True,True,-2.4079456086518722
PC,2003,Simulation,Microsoft Game Studios,True,True,-2.659260036932778
PS2,2003,Role-Playing,Sony Computer Entertainment,True,True,-2.4079456086518722
PS2,2003,Adventure,Sony Computer Entertainment,False,True,-2.659260036932778
XB,2003,Platform,Namco Bandai Games,True,True,-2.659260036932778
PS2,2003,Fighting,THQ,True,True,-1.2039728043259361
XB,2003,Sports,Electronic Arts,True,True,-0.6733445532637656
PS2,2003,Sports,Sony Computer Entertainment,False,True,-0.4155154439616658
PC,2003,Role-Playing,LucasArts,True,True,-1.9661128563728327
GC,2003,Sports,Electronic Arts,True,True,-0.9675840262617056
GC,2003,Sports,Electronic Arts,True,True,-0.6733445532637656
GC,2003,Role-Playing,Nintendo,True,True,-1.3093333199837622
PS2,2003,Sports,Sega,True,True,-0.579818495252942
PS2,2003,Strategy,Atari,False,True,-0.9675840262617056
XB,2003,Action,Konami Digital Entertainment,False,True,-1.2039728043259361
GBA,2003,Misc,Capcom,False,True,-2.2072749131897207
PS2,2003,Shooter,Electronic Arts,True,True,-0.6539264674066639
GC,2003,Strategy,Activision,True,True,-2.659260036932778
PS2,2003,Fighting,Konami Digital Entertainment,False,True,-2.4079456086518722
PS2,2003,Action,Capcom,False,True,-1.2039728043259361
XB,2003,Fighting,THQ,False,True,-0.579818495252942
PS2,2003,Role-Playing,Square Enix,False,True,-0.579818495252942
XB,2003,Platform,Ubisoft,True,True,-2.659260036932778
PS2,2003,Sports,Atari,False,False,-2.4079456086518722
GC,2003,Simulation,Electronic Arts,True,True,-0.4155154439616658
XB,2003,Platform,Atari,False,False,-2.0402208285265546
XB,2003,Sports,Sega,True,True,-1.0216512475319814
PS2,2003,Action,Sony Computer Entertainment,False,True,-2.4079456086518722
XB,2003,Action,Atari,False,False,-1.9661128563728327
XB,2003,Racing,Take-Two Interactive,True,True,-0.6931471805599453
GBA,2003,Racing,THQ,False,False,-1.2039728043259361
XB,2003,Simulation,Konami Digital Entertainment,False,True,-2.659260036932778
PS2,2003,Platform,Warner Bros. Interactive Entertainment,False,True,-0.6931471805599453
GC,2003,Action,Electronic Arts,False,True,-2.659260036932778
XB,2003,Shooter,Activision,True,True,-0.40047756659712525
PS2,2003,Misc,Vivendi Games,False,False,-0.579818495252942
XB,2003,Sports,Electronic Arts,True,True,-0.3856624808119846
PS2,2003,Racing,Acclaim Entertainment,False,True,-2.4079456086518722
XB,2003,Action,Capcom,False,False,-1.9661128563728327
PS2,2003,Strategy,Tecmo Koei,True,True,-2.659260036932778
PS2,2003,Sports,Sega,True,True,-1.3862943611198906
GC,2003,Action,Capcom,False,True,-2.5257286443082556
XB,2003,Strategy,Sega,False,True,-2.8134107167600364
GC,2003,Action,Capcom,False,True,-2.8134107167600364
GBA,2003,Misc,Telegames,True,True,-2.5257286443082556
GBA,2003,Sports,Electronic Arts,False,False,-1.171182981502945
XB,2003,Action,Microsoft Game Studios,False,True,-1.9661128563728327
GBA,2003,Racing,Vivendi Games,True,True,-0.7765287894989963
GBA,2003,Racing,Electronic Arts,True,True,-1.2378743560016174
GC,2003,Fighting,Electronic Arts,True,True,-1.3862943611198906
GBA,2003,Platform,THQ,False,False,-2.8134107167600364
XB,2003,Simulation,Microsoft Game Studios,True,True,-0.13926206733350766
XB,2003,Sports,Microsoft Game Studios,True,True,-1.2378743560016174
GC,2003,Sports,Acclaim Entertainment,True,True,-2.5257286443082556
PS2,2003,Action,Ubisoft,False,True,-1.0498221244986778
XB,2003,Sports,Microsoft Game Studios,True,True,-0.7765287894989963
XB,2003,Strategy,Activision,True,True,-1.9661128563728327
PS2,2003,Action,Sega,False,True,-2.120263536200091
XB,2003,Role-Playing,Ubisoft,False,True,-1.2378743560016174
XB,2003,Strategy,Electronic Arts,False,True,-2.5257286443082556
GC,2003,Action,Capcom,False,True,-2.8134107167600364
PS2,2003,Action,Capcom,False,True,-1.1086626245216111
GBA,2003,Platform,THQ,True,True,-0.5978370007556204
GBA,2003,Role-Playing,Konami Digital Entertainment,True,True,-1.8971199848858813
XB,2003,Shooter,Activision,True,True,-0.7985076962177716
XB,2003,Shooter,Ubisoft,True,True,-0.13926206733350766
XB,2003,Platform,Sega,True,True,-0.10536051565782628
PS2,2003,Sports,Electronic Arts,False,False,-0.10536051565782628
XB,2003,Sports,Acclaim Entertainment,True,True,-2.0402208285265546
PS2,2003,Simulation,Namco Bandai Games,False,True,-0.3285040669720361
PS2,2003,Simulation,Tecmo Koei,True,True,-1.0788096613719298
GC,2003,Fighting,Tomy Corporation,True,True,-0.3856624808119846
GC,2003,Action,Atari,False,True,-0.7985076962177716
GC,2003,Action,THQ,False,False,-0.11653381625595151
XB,2003,Racing,Vivendi Games,False,True,-1.171182981502945
PS2,2003,Platform,Ubisoft,True,True,-1.2378743560016174
XB,2003,Shooter,Ubisoft,True,True,-1.3862943611198906
PS2,2003,Shooter,Activision,False,True,-0.6348782724359695
XB,2003,Racing,Sega,True,True,-2.5257286443082556
PS2,2003,Action,Ubisoft,False,False,-2.0402208285265546
GC,2003,Sports,Activision,True,True,-2.120263536200091
PS2,2003,Misc,TDK Mediactive,False,True,-2.8134107167600364
XB,2003,Shooter,Take-Two Interactive,True,True,-0.4462871026284195
XB,2003,Sports,Microsoft Game Studios,True,True,-1.3862943611198906
GC,2003,Action,Eidos Interactive,True,False,-2.0402208285265546
GBA,2003,Platform,Konami Digital Entertainment,True,True,-1.2729656758128873
XB,2003,Action,Electronic Arts,False,False,-2.659260036932778
XB,2003,Sports,Sega,True,True,-2.2072749131897207
XB,2003,Shooter,THQ,True,False,-2.120263536200091
GC,2003,Sports,Electronic Arts,True,False,-2.659260036932778
PS2,2003,Simulation,LucasArts,True,True,-0.7339691750802004
XB,2003,Shooter,Microsoft Game Studios,True,True,-0.18632957819149348
XB,2003,Simulation,LucasArts,True,True,-1.3862943611198906
PS2,2003,Role-Playing,Atlus,True,True,-2.2072749131897207
GC,2003,Shooter,SCi,False,True,-2.5257286443082556
GC,2003,Platform,Acclaim Entertainment,True,True,-2.8134107167600364
GBA,2003,Platform,Ubisoft,True,True,-1.9661128563728327
GC,2003,Fighting,THQ,True,True,-1.1086626245216111
GBA,2003,Action,THQ,True,True,-2.4079456086518722
PS2,2003,Misc,Ubisoft,False,True,-2.8134107167600364
GC,2003,Sports,Infogrames,False,True,-2.0402208285265546
XB,2003,Sports,Sega,True,True,-1.3093333199837622
PS2,2003,Misc,Ubisoft,True,True,-0.941608539858445
XB,2003,Racing,THQ,True,True,-2.3025850929940455
XB,2003,Action,Vivendi Games,True,True,-2.120263536200091
PS2,2003,Racing,Codemasters,True,True,-0.7550225842780328
PS2,2003,Sports,Acclaim Entertainment,False,True,-1.2729656758128873
GC,2003,Platform,Sega,True,True,-1.3862943611198906
PS2,2003,Racing,Eidos Interactive,False,True,-2.0402208285265546
GBA,2003,Strategy,Capcom,False,True,-2.5257286443082556
PS2,2003,Action,Tecmo Koei,True,True,-0.15082288973458366
PS2,2003,Platform,Activision,False,True,-0.4462871026284195
XB,2003,Platform,THQ,False,True,-0.5621189181535413
PS2,2003,Shooter,THQ,False,False,-2.0402208285265546
GC,2003,Racing,THQ,False,False,-2.5257286443082556
PS2,2003,Fighting,Capcom,False,False,-2.120263536200091
XB,2003,Racing,Acclaim Entertainment,False,False,-3.912023005428146
PS2,2003,Misc,Sony Computer Entertainment,True,True,-1.7147984280919266
GC,2003,Racing,Acclaim Entertainment,True,True,-1.8971199848858813
PC,2003,Adventure,Microids,True,True,-3.912023005428146
PC,2003,Role-Playing,CCP,False,True,-1.6094379124341003
PS2,2003,Action,Tecmo Koei,True,True,0.7466879474879751
GC,2003,Sports,Nintendo,True,True,0.4252677354043441
GBA,2003,Role-Playing,SquareSoft,True,True,0.7561219797213337
PC,2003,Strategy,Eidos Interactive,True,True,-3.912023005428146
PS2,2003,Strategy,Activision,True,True,-1.6094379124341003
XB,2003,Action,Eidos Interactive,True,True,-1.6607312068216509
GBA,2003,Role-Playing,Banpresto,True,True,-3.912023005428146
PS2,2003,Shooter,Metro 3D,True,True,-1.6607312068216509
XB,2003,Sports,Activision Value,False,True,-1.5606477482646683
PS2,2003,Platform,Capcom,True,True,-1.5606477482646683
PS2,2003,Shooter,Vivendi Games,False,False,-1.8325814637483102
XB,2003,Sports,Electronic Arts,True,True,-1.6094379124341003
PC,2003,Shooter,Microsoft Game Studios,True,True,-3.2188758248682006
PS2,2003,Sports,Electronic Arts,False,False,-1.5141277326297755
GBA,2003,Platform,TDK Mediactive,False,False,0.25464221837358075
PS2,2003,Shooter,BAM! Entertainment,False,False,-3.506557897319982
PS2,2003,Role-Playing,Electronic Arts,True,False,1.665818245870208
GC,2003,Action,Electronic Arts,False,False,-1.5606477482646683
XB,2003,Platform,SCi,False,False,-2.995732273553991
GBA,2003,Fighting,Midway Games,True,True,-4.605170185988091
PS2,2003,Shooter,Electronic Arts,False,True,-1.6607312068216509
PC,2003,Simulation,Electronic Arts,True,True,0.5187937934151675
XB,2003,Action,Electronic Arts,True,True,0.131028262406404
PS2,2003,Adventure,Atari,False,True,-1.8325814637483102
PS2,2003,Sports,Sega,True,False,-1.4696759700589417
XB,2003,Racing,Jaleco,False,False,-3.912023005428146
XB,2003,Shooter,Vivendi Games,False,False,-1.7719568419318752
GBA,2003,Action,Atlus,True,True,-2.995732273553991
PS2,2003,Sports,Electronic Arts,True,True,0.5128236264286637
XB,2003,Strategy,Kool Kizz,True,True,-3.2188758248682006
PS2,2003,Action,Activision,True,True,0.131028262406404
XB,2003,Shooter,Electronic Arts,False,False,0.1570037488096647
PS2,2003,Action,Activision,True,True,1.184789984909162
PS2,2003,Platform,THQ,False,True,0.13976194237515863
XB,2003,Racing,Encore,False,True,-4.605170185988091
GC,2003,Misc,Nintendo,True,True,0.13976194237515863
PS2,2003,Sports,Electronic Arts,True,True,0.5128236264286637
PS2,2003,Action,Electronic Arts,True,True,1.1878434223960523
GC,2003,Racing,THQ,False,False,-1.8325814637483102
XB,2003,Sports,Electronic Arts,False,True,-1.6607312068216509
XB,2003,Shooter,THQ,False,True,-2.995732273553991
PS2,2003,Action,Capcom,True,True,0.371563556432483
PS2,2003,Platform,THQ,True,True,0.5128236264286637
XB,2003,Action,Electronic Arts,False,True,-1.7719568419318752
GBA,2003,Action,Activision,False,True,-4.605170185988091
PS2,2003,Sports,Electronic Arts,True,True,0.4885800148186709
PS2,2003,Strategy,Capcom,False,False,-1.6607312068216509
XB,2003,Shooter,Titus,False,False,-3.912023005428146
PS2,2003,Action,Take-Two Interactive,True,True,0.2468600779315258
XB,2003,Action,Tecmo Koei,True,True,-1.8325814637483102
XB,2003,Shooter,Vivendi Games,True,True,-1.7719568419318752
PS2,2003,Sports,Activision,True,True,-1.8325814637483102
XB,2003,Sports,Electronic Arts,True,False,-1.7147984280919266
GC,2003,Platform,Capcom,False,True,-1.7719568419318752
PC,2003,Simulation,Vivendi Games,True,True,-3.912023005428146
PS2,2003,Strategy,Electronic Arts,False,True,-1.6607312068216509
GBA,2003,Simulation,Ubisoft,True,True,-1.6094379124341003
PS2,2003,Action,Ubisoft,True,True,0.7975071958841882
PS2,2003,Sports,Midway Games,True,True,-1.6607312068216509
XB,2003,Sports,Activision,True,True,0.23901690047049992
PS2,2003,Shooter,Zoo Digital Publishing,False,False,-1.4696759700589417
PC,2003,Shooter,Activision,True,True,-3.506557897319982
PS2,2003,Sports,Midway Games,True,True,-1.4696759700589417
GBA,2003,Platform,Activision,True,True,-1.6094379124341003
GC,2003,Racing,Electronic Arts,True,True,0.1906203596086497
GC,2003,Shooter,THQ,True,True,-3.506557897319982
XB,2003,Shooter,Ubisoft,True,True,0.4382549309311553
PS2,2003,Action,Ubisoft,True,True,0.9745596399981308
XB,2003,Fighting,Eidos Interactive,False,False,-1.7719568419318752
XB,2003,Fighting,Hudson Soft,False,True,-3.2188758248682006
XB,2003,Action,Activision,True,True,0.3220834991691132
GC,2003,Shooter,Ubisoft,False,False,-3.506557897319982
XB,2003,Action,Atari,False,True,0.1823215567939546
PS2,2003,Platform,Sony Computer Entertainment,True,True,1.0224509277025455
GC,2003,Racing,Acclaim Entertainment,False,False,-3.912023005428146
PS2,2003,Sports,Zoo Digital Publishing,False,True,0.1570037488096647
GC,2003,Racing,Nintendo,False,True,0.4824261492442928
PS2,2003,Racing,Eidos Interactive,False,False,-1.4696759700589417
GC,2003,Platform,Vivendi Games,False,True,-1.7719568419318752
XB,2003,Role-Playing,Activision,True,True,0.7839015438284094
PS2,2003,Shooter,Electronic Arts,False,True,1.6351056591826783
PS2,2003,Simulation,Electronic Arts,True,True,1.0188473201992472
XB,2003,Shooter,Electronic Arts,True,True,-1.4696759700589417
PC,2003,Strategy,Activision,True,True,0.43178241642553783
XB,2003,Shooter,Activision,False,False,-1.4696759700589417
XB,2003,Fighting,Metro 3D,False,False,-3.912023005428146
XB,2003,Racing,Capcom,False,False,-3.912023005428146
GC,2003,Platform,Sega,True,True,0.47000362924573563
PS2,2003,Shooter,THQ,False,True,-1.8971199848858813
GC,2003,Sports,Electronic Arts,True,True,-1.8971199848858813
PC,2003,Adventure,Ubisoft,True,True,-3.912023005428146
PS2,2003,Action,Ubisoft,True,True,-1.8325814637483102
GBA,2003,Racing,THQ,False,False,0.17395330712343798
GBA,2003,Action,Tomy Corporation,False,True,-1.5141277326297755
XB,2003,Action,Take-Two Interactive,False,False,-1.7719568419318752
GC,2003,Platform,Sega,False,True,0.23901690047049992
GC,2003,Misc,Nintendo,False,True,0.7323678937132266
GC,2003,Action,Universal Interactive,True,True,-1.6607312068216509
PS2,2003,Misc,Sony Computer Entertainment,True,True,1.4350845252893227
PS2,2003,Misc,Sony Computer Entertainment,True,True,-1.7147984280919266
XB,2003,Shooter,Vivendi Games,False,False,-3.912023005428146
PS2,2003,Racing,Vivendi Games,False,True,0.6678293725756554
GBA,2003,Action,THQ,False,True,-3.506557897319982
XB,2003,Racing,Electronic Arts,True,True,-1.4696759700589417
PS2,2003,Action,Capcom,False,False,0.6780335427498971
GBA,2003,Shooter,Take-Two Interactive,True,True,-3.506557897319982
GC,2003,Role-Playing,Nintendo,True,True,0.09531017980432493
PS2,2003,Adventure,Sony Computer Entertainment,True,True,-1.7147984280919266
GC,2003,Misc,Midway Games,True,True,-1.7719568419318752
PC,2003,Strategy,Gathering of Developers,True,True,-3.2188758248682006
PC,2003,Racing,Electronic Arts,True,True,-2.995732273553991
PS2,2003,Action,Vivendi Games,True,True,-1.7147984280919266
GC,2003,Role-Playing,Nintendo,True,True,0.3987761199573678
XB,2003,Adventure,THQ,True,True,-3.912023005428146
XB,2003,Action,LucasArts,True,True,-1.7147984280919266
XB,2003,Shooter,Avalon Interactive,False,True,-3.2188758248682006
PS2,2003,Sports,Sega,True,True,-1.8325814637483102
PS2,2003,Racing,Take-Two Interactive,True,True,0.5766133643039938
GBA,2003,Platform,Vivendi Games,True,True,0.3074846997479607
GBA,2003,Platform,Vivendi Games,False,True,-1.6607312068216509
PS2,2003,Simulation,Konami Digital Entertainment,True,True,0.5933268452777344
PS2,2003,Sports,Electronic Arts,True,True,0.6678293725756554
PS2,2003,Fighting,Electronic Arts,True,True,0.6626879730752367
PS2,2003,Racing,Electronic Arts,True,True,0.0769610411361284
PS2,2003,Sports,Activision,True,True,1.3609765531356006
GC,2003,Racing,Electronic Arts,False,False,-3.506557897319982
PS2,2003,Sports,Konami Digital Entertainment,False,True,-3.2188758248682006
PC,2003,Simulation,Electronic Arts,True,True,0.6523251860396901
PS2,2003,Action,Eidos Interactive,False,False,0.22314355131420976
GBA,2003,Racing,Jaleco,True,True,-4.605170185988091
PS2,2003,Racing,Genki,False,True,-1.7147984280919266
PS2,2003,Action,Kemco,False,True,-1.4696759700589417
GC,2003,Strategy,Jaleco,True,True,-3.912023005428146
GC,2003,Sports,Electronic Arts,True,True,-1.8325814637483102
PC,2003,Action,Eidos Interactive,False,True,-4.605170185988091
PC,2003,Action,Take-Two Interactive,True,True,-3.2188758248682006
XB,2003,Sports,Electronic Arts,True,True,0.08617769624105241
XB,2003,Racing,Bethesda Softworks,False,True,-1.6094379124341003
XB,2003,Sports,Microsoft Game Studios,True,True,-1.7719568419318752
PC,2003,Simulation,Ubisoft,True,True,-3.912023005428146
PS2,2003,Shooter,Take-Two Interactive,True,True,0.29266961396282004
GBA,2003,Role-Playing,Atari,True,True,0.08617769624105241
XB,2003,Action,Interplay,True,True,-1.7719568419318752
GBA,2003,Shooter,Electronic Arts,True,True,-1.7719568419318752
PS2,2003,Platform,Sega,False,True,1.085189268335969
PC,2003,Strategy,Eidos Interactive,True,True,-3.2188758248682006
PS2,2003,Shooter,Atari,True,True,-3.506557897319982
PS2,2003,Action,Midway Games,True,True,-1.7719568419318752
XB,2003,Racing,Electronic Arts,True,True,0.5364933705145685
GBA,2003,Sports,Electronic Arts,True,True,-1.7147984280919266
PS2,2003,Action,SCi,False,True,-1.6094379124341003
PS2,2003,Strategy,Jaleco,False,True,-1.7719568419318752
PS2,2003,Action,Atari,False,True,1.1568811967920856
PC,2003,Platform,Ubisoft,True,True,-3.506557897319982
PC,2003,Strategy,Microsoft Game Studios,True,True,-3.2188758248682006
PC,2003,Strategy,Vivendi Games,True,True,-3.506557897319982
PS2,2003,Shooter,Sony Computer Entertainment,True,True,1.0784095813505903
PS2,2003,Simulation,Electronic Arts,True,True,0.8878912573524571
GC,2003,Action,Vivendi Games,True,True,-3.506557897319982
GBA,2003,Platform,Nintendo,True,True,0.712949807856125
GBA,2003,Racing,Nintendo,True,True,-1.8325814637483102
PS2,2003,Role-Playing,Sony Online Entertainment,True,True,-1.6607312068216509
PS2,2003,Sports,Konami Digital Entertainment,True,True,1.0647107369924282
PC,2003,Simulation,Ubisoft,True,True,-3.506557897319982
XB,2003,Racing,Codemasters,True,True,-3.2188758248682006
PS2,2003,Role-Playing,Ubisoft,True,True,0.5423242908253617
PS2,2003,Racing,Electronic Arts,True,True,1.9740810260220096
PC,2003,Strategy,Microsoft Game Studios,True,True,-3.2188758248682006
PS2,2003,Fighting,Namco Bandai Games,True,True,0.7227059828014898
PS2,2003,Sports,Electronic Arts,True,True,0.7080357930536959
GC,2003,Shooter,Capcom,False,True,-3.506557897319982
GC,2003,Fighting,Namco Bandai Games,True,True,0.4054651081081644
PS2,2003,Fighting,Atari,False,True,0.8796267475025636
GC,2003,Role-Playing,Nintendo,True,True,0.9321640810304452
GBA,2003,Action,Sega,True,True,-3.506557897319982
PS2,2003,Misc,Jester Interactive,True,True,-3.2188758248682006
GC,2003,Action,Ubisoft,True,True,-1.4696759700589417
PC,2003,Shooter,Gathering of Developers,True,True,-3.912023005428146
GC,2003,Platform,Warner Bros. Interactive Entertainment,False,False,-1.7719568419318752
GC,2003,Action,Ubisoft,False,False,-3.912023005428146
XB,2003,Platform,Activision,False,False,-1.5606477482646683
GBA,2003,Platform,Atari,False,False,-3.2188758248682006
XB,2003,Shooter,Microsoft Game Studios,True,True,0.10436001532424286
PC,2003,Shooter,Take-Two Interactive,True,True,-3.506557897319982
GC,2003,Action,TDK Mediactive,False,False,-4.605170185988091
PS2,2004,Action,Atari,True,False,-1.6094379124341003
PS2,2004,Fighting,Electronic Arts,True,True,0.3920420877760237
PS2,2004,Sports,Sega,True,True,0.9631743177730056
DS,2004,Action,Activision,False,False,-0.7133498878774648
XB,2004,Sports,Atlus,False,True,-3.912023005428146
PS2,2004,Action,THQ,False,False,-0.342490308946776
PS2,2004,Role-Playing,Sega,False,False,-2.4079456086518722
PS2,2004,Shooter,Global Star,False,True,-2.659260036932778
PS2,2004,Action,Capcom,True,True,0.371563556432483
PS2,2004,Racing,Eidos Interactive,False,True,-1.5606477482646683
PC,2004,Action,Electronic Arts,False,True,-3.2188758248682006
XB,2004,Adventure,MC2 Entertainment,False,True,-3.2188758248682006
PS2,2004,Platform,Take-Two Interactive,False,True,-2.4079456086518722
