Platform,Year_of_Release,Genre,Publisher,Above_Average_Critic_Score,Above_Average_User_Score,Log_Global_Sales
PS3,2007,Action,Tecmo Koei,False,True,-0.342490308946776
DS,2007,Role-Playing,Square Enix,True,False,0.3148107398400336
Wii,2007,Role-Playing,Square Enix,False,False,-0.35667494393873245
X360,2007,Role-Playing,SouthPeak Games,False,False,-0.35667494393873245
X360,2007,Action,Tecmo Koei,False,True,-3.2188758248682006
PC,2007,Strategy,THQ,True,True,-2.995732273553991
PSP,2007,Action,THQ,False,True,-0.4155154439616658
PSP,2007,Puzzle,Crave Entertainment,False,False,-3.2188758248682006
Wii,2007,Racing,Nintendo,False,False,-0.4780358009429998
X360,2007,Misc,Activision,True,False,-2.5257286443082556
DS,2007,Role-Playing,Square Enix,True,True,0.4824261492442928
PSP,2007,Simulation,Electronic Arts,False,True,-0.23572233352106983
Wii,2007,Simulation,Electronic Arts,False,True,0.5007752879124892
PS3,2007,Action,Sony Computer Entertainment,True,True,0.5007752879124892
PS2,2007,Sports,Electronic Arts,True,True,-0.23572233352106983
PSP,2007,Puzzle,Sega,True,True,-2.5257286443082556
DS,2007,Strategy,LucasArts,False,False,-3.2188758248682006
PC,2007,Strategy,Microsoft Game Studios,True,True,-2.8134107167600364
Wii,2007,Sports,Take-Two Interactive,False,False,0.23111172096338664
X360,2007,Action,Warner Bros. Interactive Entertainment,False,False,-2.5257286443082556
PS2,2007,Sports,Take-Two Interactive,True,False,-0.5108256237659907
DS,2007,Misc,Ubisoft,False,False,-0.2231435513142097
PSP,2007,Sports,Namco Bandai Games,False,False,-3.2188758248682006
DS,2007,Action,Sega,False,False,-0.5108256237659907
DS,2007,Simulation,Electronic Arts,False,False,-0.5108256237659907
PSP,2007,Shooter,LucasArts,True,True,0.5128236264286637
PS3,2007,Shooter,Ubisoft,True,True,0.22314355131420976
PSP,2007,Misc,Sony Computer Entertainment,True,True,-0.21072103131565253
Wii,2007,Action,Popcorn Arcade,False,False,-2.5257286443082556
PC,2007,Strategy,Paradox Interactive,False,False,-3.506557897319982
Wii,2007,Fighting,Game Factory,False,False,-2.8134107167600364
DS,2007,Misc,Mindscape,False,False,0.5306282510621704
X360,2007,Shooter,Midway Games,True,True,-0.19845093872383832
PS3,2007,Sports,Konami Digital Entertainment,True,False,0.4637340162321402
PS2,2007,Misc,Sony Computer Entertainment,True,True,0.36464311358790924
PSP,2007,Role-Playing,Sega,False,False,-2.5257286443082556
PS2,2007,Role-Playing,Tecmo Koei,True,True,-0.4620354595965587
Wii,2007,Platform,Metro 3D,False,False,-2.659260036932778
PSP,2007,Role-Playing,Tecmo Koei,False,False,-2.659260036932778
DS,2007,Platform,Atari,True,True,-2.659260036932778
DS,2007,Misc,Atari,False,False,0.25464221837358075
PSP,2007,Racing,Sega,False,True,0.3920420877760237
Wii,2007,Shooter,Sega,False,True,-0.2613647641344075
Wii,2007,Sports,Electronic Arts,False,True,0.25464221837358075
DS,2007,Platform,Nintendo,False,True,-0.4307829160924542
DS,2007,Action,Electronic Arts,False,True,0.412109650826833
Wii,2007,Misc,Ubisoft,False,False,-2.5257286443082556
PS2,2007,Action,Electronic Arts,False,True,0.412109650826833
PC,2007,Strategy,Vivendi Games,True,True,-3.2188758248682006
PSP,2007,Role-Playing,Square Enix,True,True,-0.4462871026284195
X360,2007,Racing,THQ,True,True,-0.4462871026284195
DS,2007,Puzzle,Jaleco,True,False,-2.5257286443082556
PC,2007,Action,Eidos Interactive,True,True,-3.506557897319982
Wii,2007,Action,Capcom,True,True,0.41871033485818504
GC,2007,Sports,Electronic Arts,True,False,-2.5257286443082556
DS,2007,Action,THQ,True,True,-0.2484613592984996
DS,2007,Role-Playing,Square Enix,True,True,-0.2484613592984996
PS3,2007,Sports,Electronic Arts,True,False,-0.4620354595965587
PS2,2007,Sports,Spike,False,False,-3.506557897319982
X360,2007,Racing,THQ,False,True,-0.4620354595965587
PS3,2007,Racing,Sega,True,False,-0.4620354595965587
PC,2007,Racing,Electronic Arts,False,False,-3.2188758248682006
PSP,2007,Action,D3Publisher,True,True,-3.2188758248682006
PC,2007,Racing,Atari,True,True,-3.912023005428146
PS2,2007,Sports,Electronic Arts,True,True,0.9439058989071284
PSP,2007,Role-Playing,Square Enix,True,True,0.14842000511827322
PS3,2007,Adventure,Ubisoft,True,True,1.572773928062509
PS3,2007,Action,Sony Computer Entertainment,True,True,1.5933085305042167
X360,2007,Sports,Konami Digital Entertainment,True,True,0.06765864847381486
DS,2007,Role-Playing,D3Publisher,False,True,-0.916290731874155
X360,2007,Action,Eidos Interactive,True,True,-0.941608539858445
Wii,2007,Shooter,Nintendo,False,True,1.6054298910365616
PS2,2007,Action,Take-Two Interactive,False,False,-0.941608539858445
PS2,2007,Racing,THQ,False,False,-0.941608539858445
PS2,2007,Misc,Activision,True,True,1.6054298910365616
DS,2007,Action,Nintendo,True,True,1.6253112615903906
PC,2007,Sports,Electronic Arts,True,False,-3.912023005428146
DS,2007,Adventure,Capcom,True,True,-0.01005033585350145
DS,2007,Strategy,Success,True,True,-3.912023005428146
DS,2007,Puzzle,Majesco Entertainment,False,False,-2.2072749131897207
DS,2007,Puzzle,Nintendo,True,True,1.6467336971777973
DS,2007,Action,Ubisoft,False,False,-2.2072749131897207
PS3,2007,Shooter,Electronic Arts,True,True,0.058268908123975824
PC,2007,Simulation,Lighthouse Interactive,False,False,-4.605170185988091
PS2,2007,Action,Warner Bros. Interactive Entertainment,False,False,-0.9675840262617056
PS3,2007,Sports,Electronic Arts,True,True,-0.9675840262617056
PS2,2007,Strategy,Tecmo Koei,True,True,-2.995732273553991
X360,2007,Adventure,Ubisoft,True,True,1.7119945007591924
Wii,2007,Action,LucasArts,True,True,1.7298840655099674
Wii,2007,Sports,505 Games,False,False,-0.9675840262617056
PC,2007,Role-Playing,Atari,True,True,-4.605170185988091
DS,2007,Action,LucasArts,True,False,1.5602476682433286
Wii,2007,Adventure,Nintendo,True,True,0.058268908123975824
Wii,2007,Fighting,THQ,False,False,-0.020202707317519466
X360,2007,Strategy,Codemasters,True,True,-0.916290731874155
PSP,2007,Action,Electronic Arts,False,False,0.06765864847381486
PS2,2007,Action,Disney Interactive Studios,False,False,-0.8675005677047231
PS2,2007,Action,Vivendi Games,False,False,-0.8915981192837836
X360,2007,Shooter,Vivendi Games,False,True,-0.8915981192837836
PSP,2007,Platform,Konami Digital Entertainment,True,True,-0.8915981192837836
X360,2007,Racing,Microsoft Game Studios,True,True,1.3987168811184478
PSP,2007,Action,Warner Bros. Interactive Entertainment,False,True,-0.8915981192837836
PSP,2007,Sports,Ubisoft,False,False,-2.3025850929940455
PS2,2007,Action,Sony Computer Entertainment,True,True,1.4036429994545037
PS3,2007,Racing,THQ,False,False,-0.8915981192837836
PC,2007,Role-Playing,Activision,True,True,1.4085449700547104
PC,2007,Shooter,Take-Two Interactive,True,True,-0.8915981192837836
X360,2007,Action,Electronic Arts,False,False,-1.0788096613719298
Wii,2007,Shooter,Electronic Arts,True,True,-0.8915981192837836
PC,2007,Shooter,Electronic Arts,True,True,-2.995732273553991
PS3,2007,Racing,Sony Computer Entertainment,True,True,1.4327007339340465
Wii,2007,Platform,Sega,False,True,-0.8915981192837836
X360,2007,Racing,Empire Interactive,True,True,-2.2072749131897207
PC,2007,Shooter,Microsoft Game Studios,True,True,-3.912023005428146
PS2,2007,Action,Take-Two Interactive,True,True,-0.030459207484708574
X360,2007,Misc,Activision,True,True,1.5107219394949427
X360,2007,Sports,Electronic Arts,True,True,-2.995732273553991
X360,2007,Action,Ubisoft,False,False,-0.916290731874155
Wii,2007,Misc,Activision,True,True,1.5260563034950492
PS3,2007,Sports,Electronic Arts,True,False,-0.030459207484708574
PC,2007,Shooter,Activision,True,True,-3.912023005428146
PSP,2007,Shooter,Ignition Entertainment,True,True,-2.995732273553991
PS2,2007,Sports,Konami Digital Entertainment,True,True,-2.2072749131897207
PS2,2007,Racing,THQ,False,True,-0.9675840262617056
PC,2007,Racing,THQ,False,False,-4.605170185988091
PS3,2007,Racing,Codemasters,True,True,0.04879016416943204
DS,2007,Action,Namco Bandai Games,True,True,-2.2072749131897207
PSP,2007,Role-Playing,Rising Star Games,False,False,-4.605170185988091
PS2,2007,Role-Playing,Sting,False,False,-2.2072749131897207
DS,2007,Shooter,Activision,True,False,0.04879016416943204
Wii,2007,Misc,Taito,False,False,-2.995732273553991
Wii,2007,Action,Ubisoft,False,False,-1.0216512475319814
DS,2007,Role-Playing,505 Games,False,True,-4.605170185988091
PS3,2007,Sports,Sega,True,True,0.04879016416943204
X360,2007,Action,Electronic Arts,True,True,0.02955880224154443
PC,2007,Shooter,Codemasters,False,True,-4.605170185988091
DS,2007,Strategy,THQ,True,True,-1.0498221244986778
DS,2007,Misc,Konami Digital Entertainment,False,False,-2.120263536200091
Wii,2007,Racing,Midway Games,False,False,-2.120263536200091
X360,2007,Shooter,Ubisoft,True,True,0.01980262729617973
Wii,2007,Fighting,Atari,True,True,0.01980262729617973
PC,2007,Racing,Sega,True,True,-4.605170185988091
Wii,2007,Sports,Electronic Arts,True,False,0.01980262729617973
PC,2007,Strategy,Codemasters,False,False,-4.605170185988091
Wii,2007,Action,Zoo Digital Publishing,False,False,-1.0498221244986778
Wii,2007,Sports,Electronic Arts,False,False,0.01980262729617973
DS,2007,Misc,Destineer,False,True,-4.605170185988091
PC,2007,Strategy,Eidos Interactive,True,True,-4.605170185988091
X360,2007,Action,Take-Two Interactive,False,False,-2.2072749131897207
PS2,2007,Simulation,Electronic Arts,True,True,-0.9942522733438669
PSP,2007,Action,Ubisoft,False,False,-2.2072749131897207
PC,2007,Strategy,Kalypso Media,False,False,-4.605170185988091
Wii,2007,Adventure,Ubisoft,False,True,-0.9675840262617056
PS2,2007,Shooter,Ignition Entertainment,True,True,-4.605170185988091
PS3,2007,Shooter,Activision,True,True,1.8991179875485542
PS3,2007,Simulation,Sony Computer Entertainment,True,True,0.058268908123975824
PC,2007,Simulation,Electronic Arts,True,False,-4.605170185988091
Wii,2007,Misc,Atari,False,False,-2.995732273553991
PC,2007,Action,Activision,False,False,-4.605170185988091
X360,2007,Role-Playing,Microsoft Game Studios,False,False,-0.9942522733438669
PS2,2007,Action,Activision,False,True,-0.9942522733438669
PC,2007,Shooter,Vivendi Games,False,True,-4.605170185988091
Wii,2007,Misc,Take-Two Interactive,False,False,1.3987168811184478
Wii,2007,Action,Electronic Arts,False,False,0.009950330853168092
Wii,2007,Sports,Take-Two Interactive,False,True,-0.9942522733438669
Wii,2007,Misc,Nintendo,False,False,2.1126345090356
PC,2007,Shooter,Vivendi Games,True,True,-4.605170185988091
PSP,2007,Racing,THQ,True,True,-0.9942522733438669
PSP,2007,Action,Ubisoft,True,True,-2.2072749131897207
DS,2007,Platform,Vivendi Games,False,False,-0.9942522733438669
PSP,2007,Action,Electronic Arts,False,True,-0.9942522733438669
X360,2007,Simulation,Atari,True,True,0.009950330853168092
DS,2007,Misc,Nintendo,True,True,2.187174241482718
Wii,2007,Fighting,Tomy Corporation,True,True,0.009950330853168092
X360,2007,Shooter,Activision,True,True,2.231089091288976
X360,2007,Shooter,SouthPeak Games,False,False,-2.2072749131897207
PS3,2007,Sports,Electronic Arts,True,True,-0.9942522733438669
PS3,2007,Fighting,Sega,True,True,0.0769610411361284
X360,2007,Sports,Electronic Arts,True,True,0.30010459245033816
PS3,2007,Sports,Activision,True,False,-0.8209805520698302
PSP,2007,Racing,Electronic Arts,True,True,-0.7985076962177716
Wii,2007,Sports,SouthPeak Games,False,False,-2.995732273553991
Wii,2007,Action,Vivendi Games,False,False,-0.7985076962177716
PSP,2007,Shooter,Electronic Arts,False,True,0.13976194237515863
DS,2007,Puzzle,Eidos Interactive,False,True,-3.912023005428146
Wii,2007,Action,Disney Interactive Studios,False,True,-0.7985076962177716
Wii,2007,Simulation,505 Games,False,False,1.0612565021243408
X360,2007,Racing,Sega,True,True,-0.7985076962177716
PSP,2007,Role-Playing,Square Enix,True,True,1.1568811967920856
PC,2007,Role-Playing,DTP Entertainment,False,False,-3.912023005428146
PC,2007,Shooter,THQ,True,True,-2.8134107167600364
PSP,2007,Racing,Deep Silver,False,False,-3.912023005428146
DS,2007,Adventure,Midway Games,False,False,-2.3025850929940455
PC,2007,Misc,Aspyr,True,True,-3.912023005428146
PS3,2007,Misc,Sony Computer Entertainment,True,False,0.12221763272424911
PS2,2007,Action,Activision,False,True,-2.3025850929940455
PSP,2007,Strategy,THQ,True,True,-0.8209805520698302
X360,2007,Shooter,Take-Two Interactive,True,True,1.0402767116551463
DS,2007,Action,Game Factory,False,False,-2.995732273553991
PS2,2007,Role-Playing,Sega,False,True,-2.3025850929940455
PS2,2007,Platform,Activision,False,False,-0.10536051565782628
PS2,2007,Strategy,LucasArts,False,False,-0.8675005677047231
X360,2007,Sports,Activision Value,False,False,-2.995732273553991
Wii,2007,Simulation,Electronic Arts,False,True,-0.7550225842780328
PS2,2007,Sports,Electronic Arts,True,False,1.144222799920162
DS,2007,Platform,Activision,True,False,-0.7550225842780328
X360,2007,Role-Playing,Microsoft Game Studios,True,True,-0.10536051565782628
PS2,2007,Role-Playing,Nippon Ichi Software,False,True,-2.8134107167600364
PS2,2007,Fighting,Atari,True,True,1.0986122886681098
PS2,2007,Racing,Capcom,False,True,-2.3025850929940455
Wii,2007,Action,Codemasters,False,False,-2.3025850929940455
PS3,2007,Action,Eidos Interactive,True,True,0.131028262406404
PS3,2007,Sports,Sony Computer Entertainment,True,True,0.131028262406404
DS,2007,Sports,Electronic Arts,True,True,-2.8134107167600364
PC,2007,Role-Playing,Electronic Arts,False,False,-3.912023005428146
Wii,2007,Action,Electronic Arts,False,True,-0.7765287894989963
PC,2007,Simulation,Ubisoft,True,False,-2.995732273553991
PSP,2007,Racing,Sega,False,True,-0.7550225842780328
PSP,2007,Shooter,Sony Computer Entertainment,True,True,-0.7765287894989963
X360,2007,Role-Playing,Microsoft Game Studios,False,True,-0.7550225842780328
Wii,2007,Role-Playing,Tecmo Koei,False,True,-2.3025850929940455
PS3,2007,Racing,THQ,False,False,-0.7765287894989963
X360,2007,Action,Sega,False,False,-0.7765287894989963
PS3,2007,Role-Playing,Ubisoft,True,True,1.1314021114911006
DS,2007,Puzzle,Majesco Entertainment,True,False,-0.7985076962177716
X360,2007,Role-Playing,Microsoft Game Studios,True,True,1.0681530811834012
PC,2007,Shooter,Activision,True,True,0.13976194237515863
PC,2007,Strategy,Codemasters,True,True,-3.912023005428146
PC,2007,Platform,Activision,False,True,-3.912023005428146
PS2,2007,Sports,Sony Computer Entertainment,True,True,-0.07257069283483537
X360,2007,Sports,Ubisoft,False,False,-2.3025850929940455
Wii,2007,Misc,Eidos Interactive,False,False,-2.995732273553991
DS,2007,Simulation,Game Factory,False,False,-0.07257069283483537
DS,2007,Simulation,505 Games,False,True,1.275362800412609
Wii,2007,Racing,Electronic Arts,False,False,0.09531017980432493
PS2,2007,Sports,Konami Digital Entertainment,True,True,1.2892326482767593
X360,2007,Shooter,Electronic Arts,True,False,0.09531017980432493
DS,2007,Simulation,Electronic Arts,False,True,1.297463147413275
PS3,2007,Action,Electronic Arts,False,False,-0.8675005677047231
Wii,2007,Platform,Nintendo,True,True,1.3110318766193438
PS2,2007,Platform,Vivendi Games,False,False,-0.8675005677047231
X360,2007,Action,Tecmo Koei,False,False,-2.4079456086518722
PSP,2007,Strategy,LucasArts,True,False,-2.3025850929940455
PSP,2007,Action,Disney Interactive Studios,False,False,-0.8675005677047231
DS,2007,Platform,Sega,True,True,0.13976194237515863
Wii,2007,Misc,Nintendo,False,False,1.332366019094335
DS,2007,Misc,Nintendo,False,False,1.3428648031925547
PS2,2007,Action,Activision,False,False,-0.7339691750802004
DS,2007,Puzzle,Nintendo,True,True,1.3711807233098425
X360,2007,Misc,Microsoft Game Studios,True,True,-0.7339691750802004
Wii,2007,Sports,Zoo Digital Publishing,False,False,-3.912023005428146
Wii,2007,Platform,Sega,False,False,1.0043016091968684
Wii,2007,Platform,THQ,False,False,-0.843970070294529
X360,2007,Shooter,Activision,False,False,-2.8134107167600364
Wii,2007,Platform,Activision,False,False,-0.7550225842780328
DS,2007,Fighting,505 Games,True,True,-2.3025850929940455
PS3,2007,Action,Tecmo Koei,False,False,-0.7550225842780328
PC,2007,Sports,Russel,True,True,0.11332868530700327
PS2,2007,Misc,RedOctane,False,False,0.10436001532424286
PSP,2007,Shooter,Eidos Interactive,True,True,-3.912023005428146
PSP,2007,Puzzle,D3Publisher,True,True,-3.912023005428146
PSP,2007,Sports,Sega,True,True,-2.995732273553991
DS,2007,Strategy,Ghostlight,True,True,-2.4079456086518722
Wii,2007,Strategy,LucasArts,False,False,-0.8209805520698302
X360,2007,Shooter,Take-Two Interactive,True,True,-0.8209805520698302
X360,2007,Strategy,Microsoft Game Studios,True,False,-3.912023005428146
DS,2007,Action,Vivendi Games,True,False,-0.7339691750802004
DS,2007,Role-Playing,Success,False,True,-2.8134107167600364
DS,2008,Adventure,Rising Star Games,False,False,-3.2188758248682006
X360,2008,Platform,Electronic Arts,True,True,0.14842000511827322
PS3,2008,Action,Activision,False,False,-1.4696759700589417
PS3,2008,Action,Activision,False,False,0.131028262406404
DS,2008,Adventure,Deep Silver,True,True,-2.995732273553991
X360,2008,Action,Capcom,True,True,0.29266961396282004
PS3,2008,Role-Playing,Nippon Ichi Software,False,True,-1.4696759700589417
PS3,2008,Shooter,Ubisoft,True,True,0.29266961396282004
PS3,2008,Shooter,Electronic Arts,True,True,0.29266961396282004
PC,2008,Role-Playing,Activision,True,True,0.27763173659827955
PSP,2008,Action,LucasArts,True,True,0.1570037488096647
Wii,2008,Misc,Disney Interactive Studios,False,False,-1.4696759700589417
PS3,2008,Shooter,Electronic Arts,True,True,0.1570037488096647
DS,2008,Platform,Ubisoft,False,False,-2.995732273553991
PC,2008,Strategy,Electronic Arts,True,False,0.1570037488096647
PC,2008,Simulation,Sega,True,True,0.13976194237515863
DS,2008,Role-Playing,Square Enix,True,True,0.29266961396282004
PS2,2008,Fighting,THQ,True,False,0.2151113796169455
Wii,2008,Puzzle,Electronic Arts,True,True,0.1906203596086497
PC,2008,Action,Capcom,True,True,-3.2188758248682006
Wii,2008,Sports,Deep Silver,False,False,0.23901690047049992
PS3,2008,Role-Playing,Sega,True,True,0.23901690047049992
Wii,2008,Action,Tecmo Koei,False,False,-3.2188758248682006
PS3,2008,Action,Eidos Interactive,True,True,0.23111172096338664
X360,2008,Action,Eidos Interactive,True,False,0.06765864847381486
Wii,2008,Sports,Atari,False,True,-3.2188758248682006
PS3,2008,Action,Ubisoft,True,True,0.06765864847381486
PS2,2008,Action,LucasArts,False,True,0.22314355131420976
X360,2008,Sports,Take-Two Interactive,True,True,0.23901690047049992
PS3,2008,Shooter,Sony Computer Entertainment,False,False,0.22314355131420976
DS,2008,Role-Playing,Sega,False,True,-1.4696759700589417
X360,2008,Misc,Activision,False,False,0.20701416938432612
PS3,2008,Racing,Codemasters,True,True,0.09531017980432493
PS2,2008,Sports,Konami Digital Entertainment,False,True,-1.8971199848858813
X360,2008,Misc,MTV Games,False,False,-1.4696759700589417
PSP,2008,Role-Playing,Rising Star Games,False,False,-1.4696759700589417
PSP,2008,Action,LucasArts,False,True,0.0769610411361284
Wii,2008,Shooter,Electronic Arts,False,False,0.08617769624105241
PS3,2008,Sports,Sony Computer Entertainment,False,False,-1.8971199848858813
Wii,2008,Sports,Konami Digital Entertainment,True,True,0.17395330712343798
PS3,2008,Fighting,Namco Bandai Games,True,True,0.06765864847381486
PS2,2008,Action,Warner Bros. Interactive Entertainment,True,True,0.23901690047049992
Wii,2008,Sports,Sega,True,False,0.04879016416943204
X360,2008,Shooter,Electronic Arts,True,True,0.058268908123975824
Wii,2008,Misc,Majesco Entertainment,False,False,-2.995732273553991
PS3,2008,Platform,Electronic Arts,True,True,0.12221763272424911
PS3,2008,Action,Warner Bros. Interactive Entertainment,True,True,0.25464221837358075
DS,2008,Role-Playing,Rising Star Games,True,True,-1.5141277326297755
PS3,2008,Shooter,Sega,True,False,-1.4696759700589417
X360,2008,Sports,Activision,False,True,-2.995732273553991
DS,2008,Simulation,Electronic Arts,False,False,0.058268908123975824
PC,2008,Action,LucasArts,True,True,-3.2188758248682006
X360,2008,Sports,Navarre Corp,False,False,-2.995732273553991
DS,2008,Adventure,Konami Digital Entertainment,False,True,-1.8325814637483102
X360,2008,Action,Take-Two Interactive,True,True,0.058268908123975824
Wii,2008,Sports,Oxygen Interactive,False,False,-1.4271163556401458
Wii,2008,Action,THQ,False,True,-1.8325814637483102
Wii,2008,Misc,Activision,True,True,0.23901690047049992
PSP,2008,Action,Konami Digital Entertainment,False,True,-3.2188758248682006
DS,2008,Role-Playing,Success,False,True,-3.2188758248682006
Wii,2008,Fighting,Electronic Arts,False,False,-1.5141277326297755
DS,2008,Racing,Electronic Arts,False,False,-1.4696759700589417
PS3,2008,Shooter,Activision,False,False,-1.0498221244986778
DS,2008,Role-Playing,GungHo,False,False,-1.5141277326297755
PC,2008,Action,Activision,False,True,-3.912023005428146
PC,2008,Role-Playing,Codemasters Online,True,True,-3.912023005428146
PSP,2008,Sports,Sony Computer Entertainment,True,True,-1.7719568419318752
X360,2008,Action,THQ,True,True,1.1085626195212777
X360,2008,Action,Activision,True,True,1.1118575154181303
DS,2008,Action,Warner Bros. Interactive Entertainment,True,True,1.1151415906193203
PC,2008,Shooter,Electronic Arts,True,True,-3.912023005428146
PS3,2008,Action,Disney Interactive Studios,False,False,-1.7719568419318752
DS,2008,Misc,Nintendo,True,True,1.1346227261911428
X360,2008,Action,Namco Bandai Games,False,False,-1.6607312068216509
PSP,2008,Action,Sony Computer Entertainment,True,True,1.1568811967920856
Wii,2008,Role-Playing,Sega,True,True,-1.6607312068216509
Wii,2008,Misc,Nintendo,False,False,1.1786549963416462
DS,2008,Puzzle,Nintendo,True,True,1.1817271953786161
PC,2008,Sports,Electronic Arts,False,False,-3.912023005428146
X360,2008,Shooter,Eidos Interactive,False,False,-1.6607312068216509
PC,2008,Shooter,Atari,False,False,-3.912023005428146
X360,2008,Action,Warner Bros. Interactive Entertainment,True,True,1.2178757094949273
Wii,2008,Racing,Codemasters,False,False,-3.912023005428146
DS,2008,Platform,Nintendo,True,True,1.0715836162801904
PS2,2008,Role-Playing,Gust,False,True,-1.6094379124341003
Wii,2008,Misc,Sega,False,False,-1.7719568419318752
X360,2008,Sports,Sega,False,False,1.0612565021243408
PC,2008,Shooter,Ubisoft,True,True,-3.912023005428146
PS3,2008,Racing,Take-Two Interactive,True,True,0.8960880245566357
PS3,2008,Shooter,Sony Computer Entertainment,True,False,0.9001613499442714
X360,2008,Racing,Disney Interactive Studios,True,True,0.9042181506398859
Wii,2008,Sports,Konami Digital Entertainment,False,False,0.9162907318741551
X360,2008,Sports,Electronic Arts,True,False,0.9282193027394288
DS,2008,Simulation,Nintendo,True,True,0.9477893989335261
X360,2008,Role-Playing,Compile Heart,True,False,-1.6094379124341003
PS3,2008,Sports,Electronic Arts,True,True,0.9477893989335261
DS,2008,Misc,Activision,True,True,1.2412685890696329
PS3,2008,Action,Konami Digital Entertainment,False,False,-1.7719568419318752
PC,2008,Shooter,THQ,True,False,-3.912023005428146
X360,2008,Misc,Activision,True,False,0.9783261227936078
PS3,2008,Fighting,Electronic Arts,False,False,-1.7719568419318752
PC,2008,Shooter,Electronic Arts,True,True,-3.912023005428146
X360,2008,Racing,THQ,False,True,-1.6094379124341003
DS,2008,Role-Playing,Sega,False,True,-1.6094379124341003
X360,2008,Action,LucasArts,True,False,1.0188473201992472
Wii,2008,Puzzle,Deep Silver,False,True,-1.7719568419318752
PC,2008,Sports,Electronic Arts,True,False,-3.912023005428146
PC,2008,Action,Activision,True,True,-3.912023005428146
X360,2008,Shooter,Ubisoft,True,True,0.883767540168595
X360,2008,Shooter,Electronic Arts,True,True,1.2556160374777743
PC,2008,Puzzle,PopCap Games,True,True,-3.912023005428146
PS3,2008,Platform,Sony Computer Entertainment,True,False,1.7613002617433464
PS3,2008,Action,Konami Digital Entertainment,True,True,1.7900914121273581
X360,2008,Sports,Midway Games,False,False,-1.6607312068216509
X360,2008,Shooter,Microsoft Game Studios,True,True,1.9095425048844386
X360,2008,Platform,Microsoft Game Studios,True,True,-4.605170185988091
X360,2008,Shooter,Activision,True,True,1.998773638612381
DS,2008,Role-Playing,Nintendo,True,True,2.0438143640366846
PC,2008,Shooter,Eidos Interactive,False,False,-4.605170185988091
PC,2008,Racing,Empire Interactive,True,True,-4.605170185988091
PS3,2008,Action,Take-Two Interactive,True,True,2.3513752571634776
DS,2008,Role-Playing,Square Enix,True,True,-1.7147984280919266
X360,2008,Action,Disney Interactive Studios,False,True,-1.7147984280919266
PC,2008,Shooter,Activision,True,True,-1.7147984280919266
PC,2008,Adventure,Atari,False,False,-4.605170185988091
PC,2008,Action,Activision,False,True,-4.605170185988091
Wii,2008,Action,SouthPeak Games,True,True,-1.7147984280919266
PSP,2008,Role-Playing,Capcom,True,True,1.7011051009599243
PS3,2008,Shooter,Activision,True,True,1.6845453849209058
PS3,2008,Adventure,Disney Interactive Studios,False,False,-1.6607312068216509
PC,2008,Action,Touchstone,False,False,-4.605170185988091
Wii,2008,Misc,Activision,True,True,1.2864740258376797
DS,2008,Sports,Electronic Arts,True,True,-1.7719568419318752
X360,2008,Action,Activision,True,True,1.324418957401803
PS3,2008,Sports,Activision,False,False,-1.7719568419318752
PS3,2008,Role-Playing,Bethesda Softworks,True,True,1.3711807233098425
PC,2008,Role-Playing,Koch Media,True,True,-3.912023005428146
X360,2008,Fighting,Electronic Arts,False,False,-1.6607312068216509
PC,2008,Action,Ubisoft,False,False,-3.912023005428146
DS,2008,Action,Eidos Interactive,False,True,-1.6607312068216509
X360,2008,Sports,Take-Two Interactive,False,False,-1.7719568419318752
X360,2008,Role-Playing,Microsoft Game Studios,True,False,1.451613827240533
PC,2008,Adventure,Crimson Cow,True,True,-3.912023005428146
DS,2008,Fighting,THQ,False,True,-1.7147984280919266
Wii,2008,Simulation,Nintendo,True,True,1.5303947050936475
PS3,2008,Simulation,Ubisoft,False,True,-1.6607312068216509
X360,2008,Role-Playing,Bethesda Softworks,True,True,1.5953389880545987
PS2,2008,Racing,Sega,False,True,-1.7147984280919266
DS,2008,Role-Playing,Tecmo Koei,True,True,-1.6607312068216509
PS3,2008,Shooter,Eidos Interactive,False,False,-1.6607312068216509
PC,2008,Strategy,Kalypso Media,False,True,-3.912023005428146
PC,2008,Platform,THQ,False,False,-3.912023005428146
PSP,2008,Sports,Electronic Arts,True,True,0.30010459245033816
PC,2008,Shooter,Ubisoft,True,True,-3.912023005428146
Wii,2008,Puzzle,Deep Silver,False,False,-3.912023005428146
PS3,2008,Misc,MTV Games,True,True,0.3987761199573678
PC,2008,Shooter,Deep Silver,True,True,-3.2188758248682006
Wii,2008,Simulation,Electronic Arts,True,True,0.412109650826833
PC,2008,Strategy,JoWood Productions,False,False,-3.506557897319982
Wii,2008,Sports,Atari,False,True,0.43178241642553783
Wii,2008,Sports,Take-Two Interactive,False,False,0.44468582126144574
DS,2008,Role-Playing,Square Enix,True,True,0.45107561936021673
DS,2008,Misc,Activision,True,True,0.45107561936021673
PS3,2008,Action,Capcom,True,True,0.45107561936021673
X360,2008,Fighting,Ubisoft,True,True,0.4574248470388755
Wii,2008,Simulation,Konami Digital Entertainment,False,False,0.4574248470388755
X360,2008,Action,Ubisoft,True,False,0.4637340162321402
X360,2008,Shooter,Electronic Arts,True,True,0.494696241836107
Wii,2008,Adventure,Scholastic Inc.,False,False,-1.8325814637483102
DS,2008,Action,Tecmo Koei,True,True,-1.5606477482646683
Wii,2008,Action,LucasArts,False,False,0.5007752879124892
PS3,2008,Shooter,Activision Value,False,True,-1.8325814637483102
